final,and_rule,disagree,hard_veto,kw_score,kw_keep,llm_score,llm_keep,prep,n_obs,source_dataset,source_food_id,description,kw_reasons,llm_reason,wrong_class
DROP,DROP,,Y,0.00,,0.02,,other,1,sr28,3280,"Babyfood, fruit, bananas with tapioca, junior",-fastfood/babyfood/restaurant,Babyfood bananas with tapioca,
DROP,DROP,,Y,0.00,,0.02,,other,3,sr28,8003,"Cereals ready-to-eat, KELLOGG, KELLOGG'S APPLE JACKS",-brand -dish/prepared,Branded sugary breakfast cereal,
DROP,DROP,,Y,0.00,,0.02,,other,17,fdc_sr_legacy,171336,"Babyfood, fruit, peaches, strained",-fastfood/babyfood/restaurant,Babyfood strained peaches,
DROP,DROP,,Y,0.00,,0.02,,other,2,sr28,3157,"Babyfood, fruit, bananas and pineapple with tapioca, strained",-fastfood/babyfood/restaurant,Babyfood bananas-pineapple with tapioca,
DROP,DROP,,Y,0.00,,0.02,,other,17,sr28,3130,"Babyfood, fruit, peaches, strained",-fastfood/babyfood/restaurant,Babyfood strained peaches,
DROP,DROP,,Y,0.00,,0.02,,other,17,fdc_sr_legacy,171337,"Babyfood, fruit, peaches, junior",-fastfood/babyfood/restaurant,Babyfood peaches junior,
DROP,DROP,,Y,0.00,,0.02,,other,25,sr28,21289,"LITTLE CAESARS 14"" Original Round Meat and Vegetable Pizza, Regular Crust",+cut/part -brand -dish/prepared,Fast food pizza,
DROP,DROP,,Y,0.00,,0.02,,other,19,sr28,21060,"Fast foods, burrito, with beans",-fastfood/babyfood/restaurant -dish/prepared,Fast food burrito,
DROP,DROP,,Y,0.00,,0.02,,other,36,fdc_foundation,334720,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",-fastfood/babyfood/restaurant,Restaurant pupusas dish,
DROP,DROP,,Y,0.00,,0.02,,other,28,sr28,21124,"Fast foods, submarine sandwich, cold cut on white bread with lettuce and tomato",-fastfood/babyfood/restaurant -dish/prepared,Fast food submarine sandwich,
DROP,DROP,,Y,0.00,,0.02,,other,24,fdc_sr_legacy,167677,"Restaurant, Chinese, vegetable lo mein, without meat",-fastfood/babyfood/restaurant,Restaurant lo mein dish,
DROP,DROP,,Y,0.00,,0.02,,other,21,sr28,36624,"Restaurant, Chinese, vegetable chow mein, without meat or noodles",-fastfood/babyfood/restaurant -dish/prepared,Restaurant chow mein dish,
DROP,DROP,,Y,0.00,,0.02,,other,28,fdc_sr_legacy,172055,"Fast Food, Pizza Chain, 14"" pizza, meat and vegetable topping, regular crust",-fastfood/babyfood/restaurant -dish/prepared,"Fast food pizza, composite",composite
DROP,DROP,,Y,0.00,,0.03,,other,3,sr28,3159,"Babyfood, fruit, pears and pineapple, junior",-fastfood/babyfood/restaurant,Babyfood multi-fruit,
DROP,DROP,,Y,0.00,,0.03,,other,1,sr28,3268,"Babyfood, juice, apple and cherry",-fastfood/babyfood/restaurant,Babyfood juice,
DROP,DROP,,Y,0.00,,0.03,,other,4,sr28,3176,"Babyfood, juice, orange and banana",-fastfood/babyfood/restaurant,Babyfood juice,
DROP,DROP,Y,,0.65,Y,0.03,,other,14,sr28,9513,"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",,Branded fruit smoothie,
DROP,DROP,,Y,0.00,,0.03,,other,28,sr28,36408,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",-fastfood/babyfood/restaurant,Restaurant composite dish,
DROP,DROP,,,0.05,,0.03,,other,16,sr28,18246,"Danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)",-dish/prepared,Danish pastry,
DROP,DROP,,Y,0.00,,0.03,,other,24,sr28,36406,"Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans)",-fastfood/babyfood/restaurant,Restaurant rice and beans dish,
DROP,DROP,,Y,0.00,,0.03,,other,2,sr28,3173,"Babyfood, juice, orange and apple",-fastfood/babyfood/restaurant,"Babyfood, multi-fruit juice",
DROP,DROP,,Y,0.00,,0.03,,other,2,sr28,3136,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, strained",-fastfood/babyfood/restaurant,"Babyfood, prunes with tapioca",
DROP,DROP,Y,,0.65,Y,0.03,,other,27,fdc_sr_legacy,167927,"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",,Frosted toaster pastries - composite,
DROP,DROP,,Y,0.00,,0.03,,other,26,sr28,36417,"Restaurant, Mexican, spanish rice",-fastfood/babyfood/restaurant,Restaurant Mexican spanish rice dish,
DROP,DROP,,Y,0.00,,0.03,,other,4,sr28,3212,"Babyfood, cereal, rice, with bananas, dry",-fastfood/babyfood/restaurant -dish/prepared,"Babyfood, rice cereal with bananas",
DROP,DROP,,,0.05,,0.03,,other,18,sr28,35236,"Stew, pinto bean and hominy, badufsuki (Hopi)",-dish/prepared,Bean and hominy stew dish,
DROP,DROP,,Y,0.00,,0.03,,other,5,sr28,3156,"Babyfood, fruit, bananas and pineapple with tapioca, junior",-fastfood/babyfood/restaurant,"Babyfood, fruit with tapioca",
DROP,DROP,,Y,0.00,,0.03,,other,17,fdc_sr_legacy,172274,"Babyfood, vegetables, squash, strained",-fastfood/babyfood/restaurant,"Babyfood, strained squash",
DROP,DROP,Y,,0.65,Y,0.03,,other,7,fdc_sr_legacy,175109,"Beverages, Propel Zero, fruit-flavored, non-carbonated",,Branded flavored beverage,
DROP,DROP,,,0.05,,0.03,,other,22,fdc_sr_legacy,167522,"Pie, Dutch Apple, Commercially Prepared",-dish/prepared,Commercially prepared apple pie,
DROP,DROP,,Y,0.00,,0.03,,other,5,sr28,3235,"Babyfood, dessert, fruit dessert, without ascorbic acid, strained",-fastfood/babyfood/restaurant -dish/prepared,Babyfood fruit dessert,
DROP,DROP,,Y,0.00,,0.03,,other,19,sr28,21139,"Fast foods, potato, mashed",-fastfood/babyfood/restaurant,Fast food mashed potato,
DROP,DROP,,Y,0.00,,0.03,,other,6,sr28,3283,"Babyfood, vegetables, garden vegetable, strained",-fastfood/babyfood/restaurant,Babyfood garden vegetables,
DROP,DROP,Y,,0.65,Y,0.03,,other,2,sr28,14604,"Water, non-carbonated, bottles, natural fruit flavors, sweetened with low calorie sweetener",,Flavored sweetened bottled water,
DROP,DROP,Y,,0.65,Y,0.03,,other,2,fdc_sr_legacy,171926,"Water, non-carbonated, bottles, natural fruit flavors, sweetened with low calorie sweetener",,Flavored sweetened bottled water,
DROP,DROP,,Y,0.00,,0.03,,other,4,sr28,3168,"Babyfood, juice, apple and peach",-fastfood/babyfood/restaurant,Babyfood apple and peach juice,
DROP,DROP,Y,,0.65,Y,0.03,,other,16,sr28,18939,"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",,Toaster pastries - baked composite,
DROP,DROP,,,0.05,,0.03,,other,14,sr28,18431,"Danish pastry, fruit, unenriched (includes apple, cinnamon, raisin, strawberry)",-dish/prepared,Danish pastry - baked composite,
DROP,DROP,Y,,0.65,Y,0.03,,other,15,sr28,9515,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",,Branded multi-ingredient smoothie,
DROP,DROP,,Y,0.00,,0.03,,other,9,sr28,3181,"Babyfood, cereal, barley, dry fortified",-fastfood/babyfood/restaurant -dish/prepared,"Babyfood barley cereal, fortified",
DROP,DROP,,Y,0.00,,0.03,,other,4,sr28,3132,"Babyfood, fruit, pears, strained",-fastfood/babyfood/restaurant,Babyfood strained pears,
DROP,DROP,,Y,0.00,,0.03,,other,6,sr28,3238,"Babyfood, dessert, tropical fruit, junior",-fastfood/babyfood/restaurant -dish/prepared,"Babyfood dessert, composite",
DROP,DROP,Y,,0.65,Y,0.03,,other,26,fdc_sr_legacy,175035,"Toaster pastries, fruit (includes apple, blueberry, cherry, strawberry)",,"Toaster pastries, composite",
DROP,DROP,,Y,0.00,,0.03,,other,17,fdc_sr_legacy,172275,"Babyfood, vegetables, squash, junior",-fastfood/babyfood/restaurant,"Babyfood squash, prepared",
DROP,DROP,,Y,0.00,,0.03,,other,26,sr28,36037,"Restaurant, family style, chili with meat and beans",-fastfood/babyfood/restaurant,"Restaurant chili with meat, composite",
DROP,DROP,,,0.05,,0.03,,other,18,sr28,18301,"Pie, apple, commercially prepared, enriched flour",-dish/prepared,"Apple pie, composite baked product",
DROP,DROP,,Y,0.00,,0.03,,other,3,sr28,3179,"Babyfood, juice, mixed fruit",-fastfood/babyfood/restaurant,Babyfood mixed fruit juice,
DROP,DROP,,Y,0.00,,0.03,,other,4,sr28,3279,"Babyfood, dinner, mixed vegetable, junior",-fastfood/babyfood/restaurant -dish/prepared,Babyfood mixed vegetable dinner,
DROP,DROP,,Y,0.00,,0.03,,other,28,fdc_sr_legacy,168068,"Restaurant, Latino, black bean soup",-fastfood/babyfood/restaurant -dish/prepared,"Restaurant black bean soup, composite",
DROP,DROP,Y,,0.65,Y,0.03,,other,26,sr28,18362,"Toaster pastries, fruit (includes apple, blueberry, cherry, strawberry)",,"Toaster pastries, composite",
DROP,DROP,,Y,0.00,,0.03,,other,6,sr28,3278,"Babyfood, dinner, mixed vegetable, strained",-fastfood/babyfood/restaurant -dish/prepared,"Babyfood mixed vegetable, composite",
DROP,DROP,,,0.05,,0.03,,other,22,sr28,8504,"Cereals ready-to-eat, RALSTON Enriched Wheat Bran flakes",-dish/prepared,Branded ready-to-eat cereal,
DROP,DROP,,,0.05,,0.03,,other,22,fdc_sr_legacy,174997,"Muffins, English, raisin-cinnamon (includes apple-cinnamon)",-dish/prepared,Baked composite muffin,
DROP,DROP,,Y,0.00,,0.03,,other,4,sr28,3153,"Babyfood, fruit, apple and raspberry, junior",-fastfood/babyfood/restaurant,"Babyfood, multi-fruit blend",
DROP,DROP,,Y,0.00,,0.03,,other,6,sr28,3092,"Babyfood, vegetables, green beans, junior",-fastfood/babyfood/restaurant,Babyfood green beans,
DROP,DROP,,,0.05,,0.03,,other,21,sr28,27065,"Dip, bean, original flavor",-dish/prepared,Prepared bean dip,
DROP,DROP,,Y,0.00,,0.03,,other,17,sr28,3131,"Babyfood, fruit, peaches, junior",-fastfood/babyfood/restaurant,Babyfood peaches,
DROP,DROP,,,0.05,,0.03,,other,1,sr28,8148,"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size",-dish/prepared,Branded ready-to-eat cereal,
DROP,DROP,,Y,0.00,,0.03,,other,1,sr28,8020,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Corn Flakes",-brand -dish/prepared,Branded ready-to-eat cereal,
DROP,DROP,,Y,0.00,,0.03,,other,24,sr28,36625,"Restaurant, Chinese, vegetable lo mein, without meat",-fastfood/babyfood/restaurant,"Restaurant lo mein, composite dish",
DROP,DROP,Y,,0.65,Y,0.03,,other,16,sr28,9531,"Fruit juice smoothie, NAKED JUICE, strawberry banana",,"Branded fruit smoothie, composite",
DROP,DROP,Y,,0.65,Y,0.03,,other,17,sr28,9516,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",,Branded fruit smoothie,
DROP,DROP,Y,,0.65,Y,0.03,,other,14,fdc_sr_legacy,167798,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",,Branded fruit smoothie,
DROP,DROP,,,0.05,,0.03,,other,18,fdc_sr_legacy,173003,"Cereals ready-to-eat, RALSTON Corn Biscuits",-dish/prepared,Branded RALSTON corn biscuit cereal,
DROP,DROP,Y,,0.65,Y,0.03,,other,12,fdc_sr_legacy,167796,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",,Branded fruit smoothie,
DROP,DROP,,,0.05,,0.03,,other,20,fdc_sr_legacy,168782,"Puddings, rice, ready-to-eat",-dish/prepared,"Rice pudding, composite dessert",
DROP,DROP,,Y,0.00,,0.03,,other,25,sr28,36405,"Restaurant, Latino, Arroz con frijoles negros (rice and black beans)",-fastfood/babyfood/restaurant,Restaurant composite rice-and-beans dish,
DROP,DROP,Y,,0.65,Y,0.03,,other,12,sr28,9508,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",,"Branded smoothie, composite",
DROP,DROP,,Y,0.00,,0.03,,other,24,fdc_sr_legacy,168063,"Restaurant, Latino, arroz con leche (rice pudding)",-fastfood/babyfood/restaurant -dish/prepared,Restaurant rice pudding composite,
DROP,DROP,Y,,0.65,Y,0.03,,other,27,sr28,22969,"Chili with beans, microwavable bowls",,"Chili with beans, composite dish",
DROP,DROP,,Y,0.00,,0.03,,other,24,fdc_sr_legacy,168065,"Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans)",-fastfood/babyfood/restaurant,Restaurant rice-and-beans composite,
DROP,DROP,Y,,0.65,Y,0.03,,other,15,fdc_sr_legacy,169767,"Vegetable juice, BOLTHOUSE FARMS, DAILY GREENS",,Branded vegetable juice blend,
DROP,DROP,,Y,0.00,,0.03,,other,26,fdc_sr_legacy,167665,"Restaurant, Mexican, spanish rice",-fastfood/babyfood/restaurant,Restaurant Spanish rice composite,
DROP,DROP,,Y,0.00,,0.03,,other,22,fdc_sr_legacy,168862,"Snacks, KELLOGG, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",-brand -dish/prepared,"Branded cereal bars, composite",
DROP,DROP,,Y,0.00,,0.03,,other,6,sr28,4027,"Salad dressing, mayonnaise, imitation, soybean",-dish/prepared -imitation,Imitation mayonnaise dressing composite,
DROP,DROP,Y,,0.65,Y,0.03,,other,27,sr28,22973,"Corn dogs, frozen, prepared",,"Corn dogs, composite processed",
DROP,DROP,,,0.05,,0.03,,other,18,fdc_sr_legacy,169006,"Stew, pinto bean and hominy, badufsuki (Hopi)",-dish/prepared,"Stew, composite dish",
DROP,DROP,Y,,0.65,Y,0.03,,other,13,sr28,21140,"Side dishes, potato salad",,"Potato salad, composite side dish",
DROP,DROP,Y,,0.65,Y,0.03,,other,7,sr28,14462,"Beverages, Propel Zero, fruit-flavored, non-carbonated",,Branded flavored beverage,
DROP,DROP,,Y,0.00,,0.03,,other,3,sr28,3135,"Babyfood, fruit, plums with tapioca, without ascorbic acid, junior",-fastfood/babyfood/restaurant,Babyfood with tapioca,
DROP,DROP,Y,,0.65,Y,0.03,,other,27,fdc_sr_legacy,172110,"Chili with beans, microwavable bowls",,"Chili with beans, composite dish",
DROP,DROP,,,0.05,,0.03,,other,25,sr28,19042,"Snacks, potato chips, barbecue-flavor",-dish/prepared,"Barbecue potato chips, flavored snack",
DROP,DROP,Y,,0.65,Y,0.03,,other,5,sr28,14647,"Beverages, Fruit flavored drink, reduced sugar, greater than 3% fruit juice, high vitamin C, added calcium",,Fortified fruit flavored drink,
DROP,DROP,,Y,0.00,,0.03,,other,2,sr28,3226,"Babyfood, dessert, fruit pudding, orange, strained",-fastfood/babyfood/restaurant -dish/prepared,Babyfood fruit pudding dessert,
DROP,DROP,,Y,0.00,,0.03,,other,3,sr28,3195,"Babyfood, cereal, rice, with applesauce and bananas, strained",-fastfood/babyfood/restaurant -dish/prepared,Babyfood cereal with fruit,
DROP,DROP,,Y,0.00,,0.03,,other,4,sr28,3158,"Babyfood, fruit, pears and pineapple, strained",-fastfood/babyfood/restaurant,"Babyfood, mixed fruit",
DROP,DROP,Y,,0.65,Y,0.03,,other,24,sr28,32003,"Rice and vermicelli mix, rice pilaf flavor, prepared with 80% margarine",,Rice vermicelli mix with margarine,
DROP,DROP,,Y,0.00,,0.03,,other,1,sr28,3220,"Babyfood, dessert, dutch apple, strained",-fastfood/babyfood/restaurant -dish/prepared,Babyfood dessert,
DROP,DROP,,Y,0.00,,0.03,,other,3,sr28,3133,"Babyfood, fruit, pears, junior",-fastfood/babyfood/restaurant,"Babyfood, pears",
DROP,DROP,,Y,0.00,,0.03,,other,3,sr28,3211,"Babyfood, cereal, high protein, with apple and orange, dry",-fastfood/babyfood/restaurant -dish/prepared,Babyfood cereal with fruit,
DROP,DROP,,Y,0.00,,0.03,,other,25,fdc_sr_legacy,168064,"Restaurant, Latino, Arroz con frijoles negros (rice and black beans)",-fastfood/babyfood/restaurant,Restaurant rice and beans dish,
DROP,DROP,,Y,0.00,,0.03,,other,24,sr28,36404,"Restaurant, Latino, arroz con leche (rice pudding)",-fastfood/babyfood/restaurant -dish/prepared,Restaurant rice pudding dish,
DROP,DROP,Y,,0.65,Y,0.04,,other,15,fdc_sr_legacy,168009,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",,Branded bread product,
DROP,DROP,,,0.05,,0.04,,other,23,fdc_sr_legacy,174089,"Rolls, hamburger or hot dog, wheat/cracked wheat",-dish/prepared,Composite bread rolls,
DROP,DROP,Y,,0.65,Y,0.04,,other,26,fdc_sr_legacy,168959,"Spanish rice mix, dry mix, unprepared",,Seasoned rice mix,
DROP,DROP,Y,,0.65,Y,0.04,,other,7,sr28,9530,"Fruit juice smoothie, ODWALLA, strawberry banana",,"Branded smoothie, multi-ingredient",
DROP,DROP,,Y,0.00,,0.04,,other,17,sr28,8065,"Cereals ready-to-eat, KELLOGG, KELLOGG'S RICE KRISPIES",-brand -dish/prepared,Branded ready-to-eat cereal,
DROP,DROP,,,0.05,,0.04,,other,3,sr28,19320,"Puddings, banana, dry mix, regular",-dish/prepared,Banana pudding dry mix,
DROP,DROP,,,0.05,,0.04,,other,11,sr28,19014,"Snacks, fruit leather, rolls",-dish/prepared,"Fruit leather, processed snack",
DROP,DROP,,,0.40,,0.05,,other,19,sr28,28338,"Bread, gluten-free, white, made with tapioca starch and brown rice flour",-multi-ingredient,Bread is a multi-ingredient composite product,
DROP,DROP,,Y,0.00,,0.05,,other,1,sr28,3166,"Babyfood, juice, apple",-fastfood/babyfood/restaurant,Babyfood juice,
DROP,DROP,,,0.05,,0.05,,other,21,sr28,27068,"Dip, FRITO'S, bean, original flavor",-dish/prepared,Branded bean dip,
DROP,DROP,Y,,0.65,Y,0.05,,other,12,sr28,18299,"Pancakes, whole-wheat, dry mix, incomplete",,Pancake mix composite,
DROP,DROP,Y,,0.65,Y,0.05,,other,16,sr28,31032,"Vegetable smoothie, NAKED JUICE, KALE BLAZER",,Branded vegetable smoothie,
DROP,DROP,,,0.05,,0.05,,other,14,sr28,18412,"Bread, cornbread, dry mix, unenriched (includes corn muffin mix)",-dish/prepared,Cornbread mix composite,
DROP,DROP,Y,,0.65,Y,0.05,,other,26,sr28,18075,"Bread, whole-wheat, commercially prepared",,Bread composite product,
DROP,DROP,,Y,0.00,,0.05,,other,1,sr28,8028,"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN COMPLETE Wheat Flakes",-brand -dish/prepared,Branded ready-to-eat cereal,
DROP,DROP,,Y,0.00,,0.05,,other,6,sr28,4029,"Salad dressing, mayonnaise, imitation, soybean without cholesterol",-dish/prepared -imitation,"Mayonnaise, composite condiment",
DROP,DROP,Y,,0.65,Y,0.05,,other,14,sr28,31035,"Vegetable juice, BOLTHOUSE FARMS, DAILY GREENS",,Branded vegetable juice,
DROP,DROP,Y,,0.65,Y,0.05,,other,12,sr28,18066,"Bread, wheat bran",,Bread composite product,
DROP,DROP,,Y,0.00,,0.05,,other,22,fdc_sr_legacy,170969,"Babyfood, cereal, rice, dry fortified",-fastfood/babyfood/restaurant -dish/prepared,Babyfood cereal,
DROP,DROP,Y,,0.65,Y,0.05,,other,7,sr28,4073,"Margarine, regular, hard, soybean (hydrogenated)",,"Margarine, composite processed fat",fat_oil
DROP,DROP,,,0.40,,0.05,,other,19,fdc_sr_legacy,174101,"Bread, gluten-free, white, made with tapioca starch and brown rice flour",-multi-ingredient,Gluten-free bread composite,
DROP,DROP,,Y,0.00,,0.05,,other,4,sr28,3152,"Babyfood, fruit, apple and raspberry, strained",-fastfood/babyfood/restaurant,Babyfood,
