final,and_rule,disagree,hard_veto,kw_score,kw_keep,llm_score,llm_keep,prep,n_obs,source_dataset,source_food_id,description,kw_reasons,llm_reason,wrong_class
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,22,sr28,5173,"Turkey, gizzard, all classes, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,23,fdc_sr_legacy,171484,"Turkey, all classes, heart, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,25,fdc_sr_legacy,171486,"Turkey, all classes, liver, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,6,sr28,13333,"Beef, variety meats and by-products, spleen, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,9,sr28,17205,"Lamb, variety meats and by-products, lungs, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,24,sr28,5027,"Chicken, liver, all classes, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,6,sr28,17216,"Veal, variety meats and by-products, spleen, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,6,sr28,17207,"Veal, variety meats and by-products, lungs, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,12,sr28,5143,"Duck, domesticated, liver, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,24,fdc_sr_legacy,171060,"Chicken, liver, all classes, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,6,sr28,17222,"Veal, variety meats and by-products, tongue, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,11,sr28,10121,"Pork, fresh, variety meats and by-products, tongue, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,9,sr28,17214,"Lamb, variety meats and by-products, spleen, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,17,sr28,17191,"Lamb, variety meats and by-products, heart, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,13,sr28,10112,"Pork, fresh, variety meats and by-products, lungs, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,15,sr28,17197,"Veal, variety meats and by-products, kidneys, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,1,sr28,13323,"Beef, variety meats and by-products, kidneys, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,8,sr28,13328,"Beef, variety meats and by-products, lungs, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,8,sr28,17188,"Veal, variety meats and by-products, brain, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,20,sr28,10106,"Pork, fresh, variety meats and by-products, kidneys, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,25,sr28,5177,"Turkey, liver, all classes, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,23,sr28,5175,"Turkey, heart, all classes, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,11,sr28,17185,"Lamb, variety meats and by-products, brain, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,11,sr28,10117,"Pork, fresh, variety meats and by-products, spleen, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,9,sr28,17193,"Veal, variety meats and by-products, heart, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
