final,and_rule,disagree,hard_veto,kw_score,kw_keep,llm_score,llm_keep,prep,n_obs,source_dataset,source_food_id,description,kw_reasons,llm_reason,wrong_class
DROP,DROP,Y,,0.65,Y,0.00,,other,21,sr28,19120,"Candies, milk chocolate",,"Milk chocolate candy, composite",
DROP,DROP,,Y,0.00,,0.00,,other,25,fdc_sr_legacy,173289,"LITTLE CAESARS 14"" Cheese Pizza, Thin Crust",-brand -dish/prepared,"Branded pizza, composite dish",
DROP,DROP,,,0.05,,0.00,,other,28,fdc_sr_legacy,174975,"Crackers, cheese, regular",-dish/prepared,"Cheese crackers, composite snack",plant
DROP,DROP,,,0.05,,0.00,,other,22,fdc_sr_legacy,168958,"Pasta mix, Italian four cheese lasagna, unprepared",-dish/prepared,"Lasagna pasta mix, composite dish",
DROP,DROP,,,0.00,,0.00,,other,26,fdc_sr_legacy,167657,"ON THE BORDER, soft taco with ground beef, cheese and lettuce",-dish/prepared -multi-ingredient,"Restaurant soft taco, composite dish",
DROP,DROP,,Y,0.00,,0.00,,other,19,fdc_sr_legacy,170763,"Fast foods, taco with beef, cheese and lettuce, soft",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,"Fast food taco, composite dish",
DROP,DROP,,,0.05,,0.00,,other,22,sr28,32017,"Pasta mix, Italian four cheese lasagna, unprepared",-dish/prepared,"Lasagna pasta mix, composite dish",
DROP,DROP,,Y,0.00,,0.00,,other,26,sr28,21272,"PIZZA HUT 12"" Cheese Pizza, Pan Crust",-brand -dish/prepared,"Branded pizza, composite dish",
DROP,DROP,,,0.05,,0.00,,other,24,fdc_sr_legacy,174070,"Sauce, peanut, made from peanut butter, water, soy sauce",-dish/prepared,"Peanut sauce, composite condiment",
DROP,DROP,,Y,0.05,,0.00,,other,3,sr28,1074,"Sour cream, imitation, cultured",-imitation,"Imitation sour cream, composite substitute",
DROP,DROP,,Y,0.00,,0.00,,other,22,sr28,21241,"WENDY'S, Jr. Hamburger, without cheese",-brand -dish/prepared,"Fast food hamburger, composite dish",
DROP,DROP,,,0.05,,0.00,,other,25,fdc_sr_legacy,169835,"T.G.I. FRIDAY'S, macaroni & cheese, from kid's menu",-dish/prepared,"Restaurant mac and cheese, composite",
DROP,DROP,,,0.00,,0.00,,other,27,sr28,22976,"Ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees",-dish/prepared -multi-ingredient,"Cheese ravioli with sauce, composite",
DROP,DROP,,Y,0.00,,0.01,,other,24,fdc_sr_legacy,173282,"DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",-brand -dish/prepared,Branded pizza,
DROP,DROP,,Y,0.00,,0.01,,other,25,fdc_sr_legacy,172050,"LITTLE CAESARS 14"" Cheese Pizza, Large Deep Dish Crust",-brand -dish/prepared,Branded pizza,
DROP,DROP,,,0.05,,0.01,,other,25,sr28,36009,"T.G.I. FRIDAY'S, macaroni & cheese, from kid's menu",-dish/prepared,Branded mac and cheese,
DROP,DROP,,Y,0.00,,0.01,,other,24,fdc_sr_legacy,170785,"Fast foods, crispy chicken in tortilla, with lettuce, cheese, and ranch sauce",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Fast food composite,
DROP,DROP,,Y,0.00,,0.01,,other,26,sr28,36613,"DENNY'S, macaroni & cheese, from kid's menu",-brand -dish/prepared,Branded mac and cheese,
DROP,DROP,Y,,0.65,Y,0.01,,other,27,sr28,36049,"ON THE BORDER, cheese enchilada",,Branded enchilada dish,
DROP,DROP,,Y,0.00,,0.01,,other,29,fdc_sr_legacy,167658,"Restaurant, Mexican, soft taco with ground beef, cheese and lettuce",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Restaurant taco composite,
DROP,DROP,,Y,0.00,,0.01,,other,18,sr28,21507,"WENDY'S, Double Stack, with cheese",-brand -multi-ingredient,Branded burger,
DROP,DROP,,Y,0.00,,0.01,,other,25,sr28,21292,"LITTLE CAESARS 14"" Cheese Pizza, Thin Crust",-brand -dish/prepared,Branded pizza,
DROP,DROP,,,0.05,,0.01,,other,24,sr28,18215,"Crackers, cheese, sandwich-type with peanut butter filling",-dish/prepared,Cracker sandwich composite,
DROP,DROP,,Y,0.00,,0.01,,other,23,sr28,21293,"PIZZA HUT 14"" Cheese Pizza, Hand-Tossed Crust",-brand -dish/prepared,Branded pizza,
DROP,DROP,,Y,0.00,,0.01,,other,18,fdc_sr_legacy,170784,"WENDY'S, Double Stack, with cheese",-brand -multi-ingredient,Branded burger,
DROP,DROP,,,0.05,,0.01,,other,7,sr28,18234,"Crackers, wheat, sandwich, with peanut butter filling",-dish/prepared,Cracker sandwich composite,
DROP,DROP,,Y,0.00,,0.01,,other,27,fdc_sr_legacy,170774,"PIZZA HUT 14"" Cheese Pizza, Stuffed Crust",-brand -dish/prepared,Branded pizza,
DROP,DROP,,Y,0.00,,0.01,,other,26,fdc_sr_legacy,172041,"PIZZA HUT 12"" Cheese Pizza, Pan Crust",-brand -dish/prepared,Branded pizza,
DROP,DROP,,,0.05,,0.01,,other,26,fdc_sr_legacy,172727,"Cookies, peanut butter, commercially prepared, regular",-dish/prepared,Peanut butter cookies,
DROP,DROP,,Y,0.00,,0.01,,other,30,fdc_sr_legacy,173294,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thin crust",-fastfood/babyfood/restaurant -dish/prepared,Fast food pizza,
DROP,DROP,Y,,0.65,Y,0.01,,other,13,sr28,18418,"Cake, pound, commercially prepared, other than all butter, unenriched",,Pound cake,
DROP,DROP,,,0.05,,0.01,,other,12,sr28,18090,"Cake, boston cream pie, commercially prepared",-dish/prepared,Boston cream pie cake,
DROP,DROP,,Y,0.05,,0.01,,other,29,sr28,36611,"DENNY'S, mozzarella cheese sticks",-brand,Branded fried cheese sticks,
DROP,DROP,,Y,0.00,,0.01,,other,29,sr28,21020,"Fast foods, english muffin, with cheese and sausage",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Fast food muffin sandwich,
DROP,DROP,,Y,0.00,,0.01,,other,29,fdc_sr_legacy,173293,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thick crust",-fastfood/babyfood/restaurant -dish/prepared,Fast food pizza,
DROP,DROP,,Y,0.00,,0.01,,other,23,sr28,21252,"BURGER KING, WHOPPER, no cheese",-brand -dish/prepared,Fast-food burger,
DROP,DROP,,Y,0.00,,0.02,,other,23,sr28,21260,"TACO BELL, Original Taco with beef, cheese and lettuce",-brand -dish/prepared -multi-ingredient,"TACO BELL taco, composite fast food",
DROP,DROP,Y,,0.65,Y,0.02,,other,13,sr28,18103,"Coffeecake, cheese",,"Coffeecake, baked composite dish",plant
DROP,DROP,,,0.00,,0.02,,other,25,fdc_sr_legacy,169036,"CARRABBA'S ITALIAN GRILL, cheese ravioli with marinara sauce",-dish/prepared -multi-ingredient,"Restaurant ravioli with sauce, composite",
DROP,DROP,,Y,0.00,,0.02,,other,23,sr28,21295,"PIZZA HUT 14"" Cheese Pizza, THIN 'N CRISPY Crust",-brand -dish/prepared,"Pizza Hut pizza, composite",
DROP,DROP,,Y,0.00,,0.02,,other,24,fdc_sr_legacy,173287,"PAPA JOHN'S 14"" Cheese Pizza, Thin Crust",-brand -dish/prepared,"Papa John's pizza, composite",
DROP,DROP,,Y,0.00,,0.02,,other,28,sr28,36056,"Restaurant, Mexican, cheese tamales",-fastfood/babyfood/restaurant,"Restaurant cheese tamales, composite",
DROP,DROP,,Y,0.00,,0.02,,other,24,fdc_sr_legacy,170732,"TACO BELL, Soft Taco with chicken, cheese and lettuce",-brand -dish/prepared -multi-ingredient,"Taco Bell taco, composite",
DROP,DROP,,Y,0.00,,0.02,,other,24,fdc_sr_legacy,170788,"Fast foods, breadstick, soft, prepared with garlic and parmesan cheese",-fastfood/babyfood/restaurant -multi-ingredient,"Fast food breadstick, composite",plant
DROP,DROP,,Y,0.00,,0.02,,other,28,fdc_sr_legacy,173284,"PAPA JOHN'S 14"" Cheese Pizza, Original Crust",-brand -dish/prepared,"Papa John's pizza, composite",
DROP,DROP,,,0.05,,0.02,,other,28,sr28,36040,"CRACKER BARREL, macaroni n' cheese",-dish/prepared,"Cracker Barrel mac n cheese, composite",
DROP,DROP,,Y,0.00,,0.02,,other,20,sr28,21061,"Fast foods, burrito, with beans and cheese",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,"Fast food burrito, composite",
DROP,DROP,,Y,0.00,,0.02,,other,25,sr28,21290,"LITTLE CAESARS 14"" Cheese Pizza, Large Deep Dish Crust",-brand -dish/prepared,"Little Caesars pizza, composite",
DROP,DROP,,,0.05,,0.02,,other,35,sr28,22910,"Lasagna, cheese, frozen, prepared",-dish/prepared,"Frozen lasagna, composite",
DROP,DROP,Y,,0.65,Y,0.02,,other,25,fdc_sr_legacy,169034,"ON THE BORDER, cheese quesadilla",,"Restaurant quesadilla, composite",
DROP,DROP,,,0.05,,0.02,,other,23,sr28,18231,"Crackers, standard snack-type, sandwich, with peanut butter filling",-dish/prepared,"Peanut butter cracker sandwich, composite",plant
DROP,DROP,,,0.05,,0.02,,other,12,sr28,18421,"Cookies, butter, commercially prepared, unenriched",-dish/prepared,"Butter cookies, baked composite",plant
DROP,DROP,Y,,0.65,Y,0.02,,other,29,fdc_sr_legacy,172704,"Cake, pound, commercially prepared, butter (includes fresh and frozen)",,"Pound cake, baked composite",plant
DROP,DROP,,Y,0.00,,0.02,,other,26,sr28,21080,"Fast foods, nachos, with cheese, beans, ground beef, and tomatoes",-fastfood/babyfood/restaurant -multi-ingredient,"Fast food nachos, composite",
DROP,DROP,,Y,0.00,,0.02,,other,28,sr28,21064,"Fast foods, burrito, with beans, cheese, and beef",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,"Fast food burrito, composite",
DROP,DROP,,Y,0.00,,0.02,,other,26,fdc_sr_legacy,168078,"DENNY'S, macaroni & cheese, from kid's menu",-brand -dish/prepared,"Denny's mac and cheese, composite",
DROP,DROP,,Y,0.00,,0.02,,other,22,sr28,21279,"DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust",-brand -dish/prepared,"Domino's pizza, composite",
DROP,DROP,,Y,0.00,,0.02,,other,23,fdc_sr_legacy,170332,"TACO BELL, Original Taco with beef, cheese and lettuce",-brand -dish/prepared -multi-ingredient,"Taco Bell taco, composite",
DROP,DROP,,,0.05,,0.02,,other,3,sr28,19049,"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel",-dish/prepared,"Combos cheese pretzel snack, composite",plant
DROP,DROP,,Y,0.00,,0.02,,other,30,sr28,21301,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thin crust",-fastfood/babyfood/restaurant -dish/prepared,"Fast food pizza chain, composite",
DROP,DROP,,Y,0.00,,0.02,,other,29,sr28,21159,"SUBWAY, steak & cheese sub on white bread with American cheese, lettuce and tomato",-brand -dish/prepared -multi-ingredient,"Subway steak cheese sub, composite",
DROP,DROP,,Y,0.00,,0.02,,other,23,fdc_sr_legacy,170722,"WENDY'S, CLASSIC SINGLE Hamburger, no cheese",-brand -dish/prepared,"Wendy's hamburger, composite",muscle
DROP,DROP,,,0.05,,0.02,,other,1,fdc_sr_legacy,169583,"Candies, MARS SNACKFOOD US, M&M's Milk Chocolate Candies",-dish/prepared,"M&M's candy, composite",
DROP,DROP,,Y,0.00,,0.02,,other,27,sr28,21512,"PIZZA HUT 14"" Cheese Pizza, Stuffed Crust",-brand -dish/prepared,"Pizza Hut stuffed crust pizza, composite",
DROP,DROP,,Y,0.00,,0.02,,other,26,fdc_sr_legacy,170291,"Fast foods, nachos, with cheese",-fastfood/babyfood/restaurant -multi-ingredient,Fast food nachos composite,
DROP,DROP,,,0.05,,0.02,,other,26,sr28,18185,"Cookies, peanut butter, commercially prepared, regular",-dish/prepared,"Cookies, composite baked good",
DROP,DROP,,,0.05,,0.02,,other,28,sr28,22918,"Burrito, bean and cheese, frozen",-dish/prepared,"Burrito, composite dish",
DROP,DROP,,Y,0.00,,0.02,,other,29,sr28,36050,"Restaurant, Mexican, cheese enchilada",-fastfood/babyfood/restaurant,Restaurant enchilada dish,
DROP,DROP,,,0.00,,0.02,,other,27,sr28,36054,"OLIVE GARDEN, cheese ravioli with marinara sauce",-dish/prepared -multi-ingredient,Restaurant ravioli dish,
DROP,DROP,,Y,0.00,,0.02,,other,19,sr28,21486,"Fast foods, taco with beef, cheese and lettuce, soft",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Fast food taco composite,
DROP,DROP,,,0.05,,0.02,,other,28,fdc_sr_legacy,169849,"CRACKER BARREL, macaroni n' cheese",-dish/prepared,Restaurant mac and cheese,
DROP,DROP,,,0.00,,0.02,,other,26,sr28,18927,"Crackers, cheese, sandwich-type with cheese filling",-dish/prepared -multi-ingredient,"Cheese crackers, composite snack",
DROP,DROP,,Y,0.00,,0.02,,other,29,fdc_sr_legacy,170311,"Fast foods, submarine sandwich, steak and cheese on white bread with cheese, lettuce and tomato",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Fast food submarine sandwich,
DROP,DROP,,Y,0.00,,0.02,,other,28,sr28,36017,"Restaurant, family style, macaroni & cheese, from kids' menu",-fastfood/babyfood/restaurant -dish/prepared,Restaurant mac and cheese,
DROP,DROP,,Y,0.00,,0.02,,other,23,sr28,21082,"Fast foods, taco with beef, cheese and lettuce, hard shell",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Fast food taco composite,
DROP,DROP,Y,,0.65,Y,0.02,,other,17,sr28,18121,"Cake, pound, commercially prepared, other than all butter, enriched",,"Pound cake, baked good",
DROP,DROP,Y,,0.65,Y,0.02,,other,20,sr28,11940,"Pickles, cucumber, sweet (includes bread and butter pickles)",,"Sweet pickles, vegetable not dairy",plant
DROP,DROP,,Y,0.00,,0.02,,other,23,sr28,21294,"PIZZA HUT 14"" Cheese Pizza, Pan Crust",-brand -dish/prepared,Branded pizza,
DROP,DROP,,Y,0.00,,0.02,,other,21,fdc_sr_legacy,173283,"DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",-brand -dish/prepared,Branded deep dish pizza,
DROP,DROP,,,0.05,,0.02,,other,18,sr28,19040,"Snacks, popcorn, cheese-flavor",-dish/prepared,Cheese popcorn snack,plant
DROP,DROP,,Y,0.00,,0.02,,other,23,fdc_sr_legacy,172051,"PIZZA HUT 14"" Cheese Pizza, THIN 'N CRISPY Crust",-brand -dish/prepared,Branded pizza,
DROP,DROP,,Y,0.00,,0.02,,other,24,sr28,21277,"DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",-brand -dish/prepared,Branded pizza,
DROP,DROP,,Y,0.00,,0.02,,other,23,fdc_sr_legacy,173291,"PIZZA HUT 14"" Cheese Pizza, Pan Crust",-brand -dish/prepared,Branded pizza,
DROP,DROP,,,0.05,,0.02,,other,5,sr28,18186,"Cookies, peanut butter, commercially prepared, soft-type",-dish/prepared,Peanut butter cookies,
DROP,DROP,,,0.00,,0.02,,other,27,fdc_sr_legacy,169770,"Macaroni and cheese, box mix with cheese sauce, prepared",-dish/prepared -multi-ingredient,Mac and cheese box mix,
DROP,DROP,,,0.00,,0.02,,other,27,fdc_sr_legacy,169037,"OLIVE GARDEN, cheese ravioli with marinara sauce",-dish/prepared -multi-ingredient,Restaurant ravioli dish,
DROP,DROP,,Y,0.00,,0.02,,other,28,fdc_sr_legacy,169839,"Restaurant, family style, macaroni & cheese, from kids' menu",-fastfood/babyfood/restaurant -dish/prepared,Restaurant mac and cheese,
DROP,DROP,,,0.00,,0.02,,other,8,sr28,11392,"Potatoes, hash brown, frozen, with butter sauce, unprepared",-dish/prepared -multi-ingredient,Hash browns with butter sauce,plant
DROP,DROP,,,0.05,,0.02,,other,23,sr28,19057,"Snacks, tortilla chips, nacho cheese",-dish/prepared,Nacho tortilla chips snack,plant
DROP,DROP,,,0.05,,0.02,,other,26,sr28,36609,"CRACKER BARREL, macaroni n' cheese plate, from kid's menu",-dish/prepared,Restaurant mac and cheese,
DROP,DROP,,Y,0.00,,0.02,,other,24,sr28,21520,"Fast foods, breadstick, soft, prepared with garlic and parmesan cheese",-fastfood/babyfood/restaurant -multi-ingredient,Fast food breadstick,
DROP,DROP,,,0.00,,0.02,,other,15,sr28,18230,"Crackers, standard snack-type, sandwich, with cheese filling",-dish/prepared -multi-ingredient,Cheese sandwich crackers,
DROP,DROP,Y,,0.65,Y,0.02,,other,29,sr28,32007,"Taquitos, frozen, beef and cheese, oven-heated",,Frozen beef cheese taquitos,
DROP,DROP,,Y,0.00,,0.02,,other,24,sr28,21517,"Fast foods, crispy chicken in tortilla, with lettuce, cheese, and ranch sauce",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Fast food chicken tortilla,
DROP,DROP,,Y,0.00,,0.02,,other,29,fdc_sr_legacy,170310,"SUBWAY, steak & cheese sub on white bread with American cheese, lettuce and tomato",-brand -dish/prepared -multi-ingredient,Branded steak cheese sub,
DROP,DROP,,Y,0.00,,0.02,,other,29,sr28,36061,"Restaurant, Mexican, soft taco with ground beef, cheese and lettuce",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Restaurant soft taco dish,
DROP,DROP,,,0.05,,0.02,,other,19,sr28,27053,"Dip, OLD EL PASO, Cheese 'n Salsa, medium",-dish/prepared,Branded cheese salsa dip,
DROP,DROP,Y,,0.65,Y,0.02,,other,29,fdc_sr_legacy,169772,"Taquitos, frozen, beef and cheese, oven-heated",,Frozen beef cheese taquitos,
DROP,DROP,,,0.05,,0.02,,other,11,fdc_sr_legacy,167531,"Crackers, cream, La Moderna Rikis Cream Crackers",-dish/prepared,"Cream crackers, branded baked good",plant
DROP,DROP,,Y,0.00,,0.02,,other,28,fdc_sr_legacy,173278,"Fast foods, burrito, with beans, cheese, and beef",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Fast food burrito composite,
DROP,DROP,,,0.05,,0.02,,other,26,sr28,27052,"Dip, salsa con queso, cheese and salsa- medium",-dish/prepared,Salsa con queso dip composite,
DROP,DROP,,Y,0.00,,0.02,,other,19,sr28,21487,"Fast foods, taco with chicken, lettuce and cheese, soft",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Fast food chicken taco,
DROP,DROP,Y,,0.65,Y,0.02,,other,27,sr28,32006,"Taquitos, frozen, chicken and cheese, oven-heated",,Frozen chicken cheese taquitos,
DROP,DROP,,,0.00,,0.02,,other,25,sr28,36053,"CARRABBA'S ITALIAN GRILL, cheese ravioli with marinara sauce",-dish/prepared -multi-ingredient,Restaurant ravioli dish,
DROP,DROP,,Y,0.00,,0.02,,other,29,fdc_sr_legacy,169855,"Restaurant, Mexican, cheese enchilada",-fastfood/babyfood/restaurant,Restaurant composite dish,
DROP,DROP,,,0.05,,0.02,,other,23,fdc_sr_legacy,167949,"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",-dish/prepared,Cheese-flavored corn snack,plant
DROP,DROP,,Y,0.00,,0.02,,other,29,fdc_sr_legacy,167662,"Restaurant, Latino, pupusas con queso (pupusas, cheese)",-fastfood/babyfood/restaurant,Pupusa dish,
DROP,DROP,Y,,0.65,Y,0.02,,other,20,fdc_sr_legacy,169378,"Pickles, cucumber, sweet (includes bread and butter pickles)",,Sweet pickles,plant
DROP,DROP,,,0.05,,0.02,,other,11,sr28,18155,"Cookies, butter, commercially prepared, enriched",-dish/prepared,Butter cookies,
DROP,DROP,,,0.05,,0.02,,other,22,sr28,8573,"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, dry",-dish/prepared,Wheat cereal,plant
DROP,DROP,,,0.05,,0.02,,other,1,fdc_sr_legacy,173901,"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",-dish/prepared,Wheat cereal,plant
DROP,DROP,,,0.05,,0.02,,other,18,sr28,19043,"Snacks, potato chips, sour-cream-and-onion-flavor",-dish/prepared,Potato chips snack,plant
DROP,DROP,,,0.05,,0.02,,other,25,sr28,22960,"Macaroni and cheese, dry mix, prepared with 2% milk and 80% stick margarine from dry mix",-dish/prepared,Mac and cheese dish,
DROP,DROP,Y,,0.65,Y,0.02,,other,16,sr28,19132,"Candies, milk chocolate, with almonds",,Milk chocolate candy with almonds,
DROP,DROP,Y,,0.65,Y,0.02,,other,11,sr28,19126,"Candies, milk chocolate coated peanuts",,Chocolate-coated peanut candy,
DROP,DROP,,Y,0.00,,0.02,,other,29,sr28,36055,"Restaurant, Italian, cheese ravioli with marinara sauce",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Restaurant ravioli dish,
DROP,DROP,,,0.00,,0.02,,other,27,sr28,32005,"Macaroni and cheese, box mix with cheese sauce, prepared",-dish/prepared -multi-ingredient,Mac and cheese box dish,
DROP,DROP,,,0.05,,0.02,,other,5,sr28,7940,"Macaroni and cheese loaf, chicken, pork and beef",-dish/prepared,Meat loaf product,muscle
DROP,DROP,Y,,0.65,Y,0.02,,other,8,sr28,19127,"Candies, milk chocolate coated raisins",,Chocolate-coated raisin candy,
DROP,DROP,,,0.05,,0.02,,other,14,sr28,18239,"Croissants, butter",-dish/prepared,Butter croissant pastry,
DROP,DROP,,,0.05,,0.02,,other,22,sr28,8104,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry",-dish/prepared,Farina cereal,plant
DROP,DROP,,Y,0.00,,0.02,,other,29,sr28,36409,"Restaurant, Latino, pupusas con queso (pupusas, cheese)",-fastfood/babyfood/restaurant,Restaurant composite dish,
DROP,DROP,,,0.05,,0.02,,other,18,sr28,19802,"Snacks, corn-based, extruded, puffs or twists, cheese-flavor, unenriched",-dish/prepared,"Corn snack, cheese-flavored, not dairy",plant
DROP,DROP,,Y,0.00,,0.02,,other,24,sr28,21261,"TACO BELL, Soft Taco with beef, cheese and lettuce",-brand -dish/prepared -multi-ingredient,Fast-food taco,
