final,and_rule,disagree,hard_veto,kw_score,kw_keep,llm_score,llm_keep,prep,n_obs,source_dataset,source_food_id,description,kw_reasons,llm_reason,wrong_class
DROP,DROP,,Y,0.00,,0.03,,other,29,fdc_sr_legacy,170308,"Fast foods, submarine sandwich, turkey, roast beef and ham on white bread with lettuce and tomato",-fastfood/babyfood/restaurant -dish/prepared,Fast food submarine sandwich,
DROP,DROP,,Y,0.00,,0.03,,other,18,sr28,21230,"Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise",+cut/part -fastfood/babyfood/restaurant -dish/prepared,Fast food sandwich composite,
DROP,DROP,,Y,0.00,,0.03,,other,18,fdc_sr_legacy,170318,"Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise",+cut/part -fastfood/babyfood/restaurant -dish/prepared,Fast food sandwich composite,
DROP,DROP,,Y,0.00,,0.03,,other,24,fdc_sr_legacy,170695,"Fast foods, roast beef sandwich, plain",-fastfood/babyfood/restaurant -dish/prepared,Roast beef sandwich composite,
DROP,DROP,,Y,0.00,,0.05,,other,9,sr28,3003,"Babyfood, meat, beef, junior",-fastfood/babyfood/restaurant,"Babyfood, prepared product",
DROP,DROP,,Y,0.00,,0.05,,other,18,fdc_sr_legacy,172251,"Babyfood, meat, turkey, junior",-fastfood/babyfood/restaurant,"Babyfood, prepared product",
DROP,DROP,,Y,0.00,,0.05,,other,24,fdc_sr_legacy,170791,"ARBY'S, roast beef sandwich, classic",-brand -dish/prepared,Arby's branded roast beef sandwich,
DROP,DROP,,Y,0.00,,0.05,,other,1,fdc_sr_legacy,172244,"Babyfood, meat, beef, junior",-fastfood/babyfood/restaurant,"Babyfood, prepared product",
DROP,DROP,,Y,0.00,,0.05,,other,1,fdc_sr_legacy,172248,"Babyfood, meat, chicken, junior",-fastfood/babyfood/restaurant,Babyfood prepared product,
DROP,DROP,Y,,0.65,Y,0.05,,other,10,fdc_foundation,2759003,"Lunchmeat, roast beef, sliced, prepackaged",,Prepackaged processed lunchmeat,
DROP,DROP,,Y,0.00,,0.05,,other,1,fdc_sr_legacy,173483,"Babyfood, meat, chicken, strained",-fastfood/babyfood/restaurant,Babyfood prepared product,
DROP,DROP,,Y,0.00,,0.05,,other,4,sr28,3017,"Babyfood, meat, turkey sticks, junior",-fastfood/babyfood/restaurant,Babyfood turkey sticks,
DROP,DROP,,Y,0.00,,0.05,,other,25,fdc_sr_legacy,170295,"Fast foods, chicken fillet sandwich, plain with pickles",+cut/part -fastfood/babyfood/restaurant -dish/prepared,Fast food chicken sandwich,
DROP,DROP,,Y,0.00,,0.05,,other,25,sr28,21121,"Fast foods, roast beef sandwich, plain",-fastfood/babyfood/restaurant -dish/prepared,Fast food roast beef sandwich,
DROP,DROP,,Y,0.00,,0.05,,other,11,sr28,3012,"Babyfood, meat, chicken, strained",-fastfood/babyfood/restaurant,Babyfood strained chicken,
DROP,DROP,,Y,0.00,,0.05,,other,12,fdc_sr_legacy,173481,"Babyfood, meat, lamb, strained",-fastfood/babyfood/restaurant,"Babyfood, prepared product",
DROP,DROP,,Y,0.00,,0.05,,other,18,sr28,3016,"Babyfood, meat, turkey, junior",-fastfood/babyfood/restaurant,"Babyfood, processed prepared product",
DROP,DROP,,Y,0.00,,0.05,,other,12,sr28,3007,"Babyfood, meat, pork, strained",-fastfood/babyfood/restaurant,"Babyfood, processed prepared product",
DROP,DROP,,Y,0.15,,0.05,,other,13,sr28,10854,"HORMEL ALWAYS TENDER, Pork Loin Filets, Lemon Garlic-Flavored",+cut/part -brand,Branded flavored pork product,
DROP,DROP,,Y,0.15,,0.05,,other,13,sr28,10852,"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",+cut/part -brand,Branded flavored pork tenderloin,
DROP,DROP,,Y,0.00,,0.05,,other,18,sr28,3015,"Babyfood, meat, turkey, strained",-fastfood/babyfood/restaurant,Babyfood strained turkey,
DROP,DROP,,Y,0.00,,0.05,,other,1,fdc_sr_legacy,173482,"Babyfood, meat, lamb, junior",-fastfood/babyfood/restaurant,Babyfood lamb,
DROP,DROP,,Y,0.00,,0.05,,other,4,fdc_sr_legacy,172245,"Babyfood, meat, veal, strained",-fastfood/babyfood/restaurant,Babyfood strained veal,
DROP,DROP,Y,,0.75,Y,0.06,,other,5,fdc_sr_legacy,172945,"Oscar Mayer, Chicken Breast (honey glazed)",+cut/part,Branded honey-glazed chicken breast,
DROP,DROP,,Y,0.40,,0.08,,raw,17,fdc_sr_legacy,173859,"Sausage, pork, chorizo, link or ground, raw",+raw -processed-meat,"Chorizo sausage, cured/spiced processed meat",
DROP,DROP,Y,,0.75,Y,0.10,,other,27,sr28,5313,"Chicken, wing, frozen, glazed, barbecue flavored, heated (microwave)",+cut/part,Glazed barbecue-flavored chicken wing,
DROP,DROP,Y,,0.75,Y,0.10,,other,10,fdc_foundation,2759004,"Lunchmeat, chicken breast, sliced",+cut/part,"Lunchmeat, processed sliced product",
DROP,DROP,Y,,0.75,Y,0.10,,other,26,fdc_sr_legacy,171111,"Chicken, wing, frozen, glazed, barbecue flavored",+cut/part,Glazed barbecue-flavored wing,
DROP,DROP,,Y,0.00,,0.10,,other,19,sr28,3002,"Babyfood, meat, beef, strained",-fastfood/babyfood/restaurant,Babyfood strained beef,
DROP,DROP,,Y,0.00,,0.10,,other,4,sr28,3005,"Babyfood, meat, veal, strained",-fastfood/babyfood/restaurant,Babyfood strained veal,
DROP,DROP,,Y,0.00,,0.10,,other,10,sr28,3011,"Babyfood, meat, lamb, junior",-fastfood/babyfood/restaurant,Babyfood meat lamb,
DROP,DROP,,Y,0.00,,0.10,,other,19,fdc_sr_legacy,173479,"Babyfood, meat, beef, strained",-fastfood/babyfood/restaurant,Babyfood strained beef,
DROP,DROP,,Y,0.00,,0.10,,other,18,fdc_sr_legacy,172250,"Babyfood, meat, turkey, strained",-fastfood/babyfood/restaurant,Babyfood strained turkey,
DROP,DROP,Y,,0.75,Y,0.10,,other,27,sr28,5320,"Chicken, wing, frozen, glazed, barbecue flavored, heated (conventional oven)",+cut/part,Glazed barbecue-flavored chicken wing,
DROP,DROP,Y,,0.75,Y,0.10,,other,27,fdc_sr_legacy,171508,"Chicken, wing, frozen, glazed, barbecue flavored, heated (microwave)",+cut/part,Glazed barbecue-flavored chicken wing,
DROP,DROP,,Y,0.15,,0.10,,other,14,sr28,7209,"OSCAR MAYER, Chicken Breast (honey glazed)",+cut/part -brand,Branded honey-glazed processed chicken breast,
DROP,DROP,Y,,0.75,Y,0.12,,other,28,fdc_sr_legacy,173874,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",+cut/part,Deli seasoned prepackaged chicken,
DROP,DROP,Y,,0.65,Y,0.12,,other,28,sr28,7043,"Roast beef, deli style, prepackaged, sliced",,Prepackaged deli roast beef,
DROP,DROP,Y,,0.75,Y,0.12,,other,22,sr28,7081,"Turkey breast, sliced, prepackaged",+cut/part,Prepackaged sliced turkey deli,
DROP,DROP,Y,,0.75,Y,0.15,,other,27,fdc_sr_legacy,171115,"Chicken, wing, frozen, glazed, barbecue flavored, heated (conventional oven)",+cut/part,Glazed barbecue-flavored chicken wing,
DROP,DROP,,Y,0.15,,0.15,,other,13,sr28,10853,"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",+cut/part -brand,Branded flavored pork tenderloin,
DROP,DROP,Y,,0.65,Y,0.15,,other,28,fdc_sr_legacy,174570,"Roast beef, deli style, prepackaged, sliced",,Deli prepackaged processed roast beef,
DROP,DROP,Y,,0.75,Y,0.15,,other,8,sr28,5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",+cut/part,Rotisserie BBQ seasoned/flavored,
DROP,DROP,Y,,0.75,Y,0.20,,other,26,sr28,5312,"Chicken, wing, frozen, glazed, barbecue flavored",+cut/part,"Glazed barbecue-flavored chicken wing, seasoned",
DROP,DROP,Y,,0.65,Y,0.20,,other,23,sr28,5356,"Chicken, broiler, rotisserie, BBQ, skin",,BBQ-seasoned rotisserie chicken skin,
DROP,DROP,Y,,0.75,Y,0.20,,other,24,fdc_sr_legacy,172941,"Turkey breast, sliced, prepackaged",+cut/part,"Prepackaged sliced deli turkey, processed",
DROP,DROP,Y,,0.65,Y,0.20,,other,23,fdc_sr_legacy,171524,"Chicken, broiler, rotisserie, BBQ, skin",,Rotisserie BBQ seasoned skin,
DROP,DROP,,Y,0.15,,0.25,,other,13,sr28,10856,"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork",+cut/part -brand,Branded product (HORMEL),
DROP,DROP,Y,,0.75,Y,0.25,,other,7,fdc_sr_legacy,171445,"Chicken, broiler, rotisserie, BBQ, breast, meat only",+cut/part,"BBQ rotisserie, seasoned/flavored",
DROP,DROP,Y,,0.65,Y,0.30,,other,11,sr28,5285,"Turkey, diced, light and dark meat, seasoned",,"Seasoned diced turkey, processed",
DROP,DROP,Y,,0.75,Y,0.30,,other,28,sr28,7961,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",+cut/part,"Deli seasoned prepackaged chicken, processed",
DROP,DROP,Y,,0.75,Y,0.30,,other,8,fdc_sr_legacy,171114,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",+cut/part,BBQ-seasoned rotisserie chicken,
DROP,DROP,Y,,0.75,Y,0.30,,other,8,fdc_sr_legacy,171118,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",+cut/part,BBQ-seasoned rotisserie chicken thigh,
DROP,DROP,Y,,0.75,Y,0.35,,other,7,sr28,5000,"Chicken, broiler, rotisserie, BBQ, breast meat only",+cut/part,Rotisserie BBQ seasoned chicken,
DROP,DROP,Y,,0.75,Y,0.40,,other,8,sr28,5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",+cut/part,BBQ-flavored rotisserie drumstick,
KEEP,DROP,Y,,0.40,,0.90,Y,raw,18,sr28,17059,"Lamb, domestic, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, raw",+raw +cut/part -dish/prepared,"Raw lamb stew cubes, single cut",
KEEP,DROP,Y,,0.40,,0.95,Y,raw,5,sr28,23094,"Beef, chuck for stew, separable lean and fat, select, raw",+raw +cut/part -dish/prepared,Raw beef stew meat cut,
KEEP,DROP,Y,,0.40,,0.95,Y,raw,1,fdc_sr_legacy,171206,"Beef, chuck for stew, separable lean and fat, all grades, raw",+raw +cut/part -dish/prepared,Raw beef stew meat,
KEEP,DROP,Y,,0.40,,0.95,Y,raw,1,fdc_sr_legacy,170810,"Beef, chuck for stew, separable lean and fat, choice, raw",+raw +cut/part -dish/prepared,Raw beef stew meat,
KEEP,DROP,Y,,0.40,,0.95,Y,raw,9,sr28,5129,"Chicken, stewing, light meat, meat only, raw",+raw +cut/part -dish/prepared,Raw stewing chicken light meat,
KEEP,DROP,Y,,0.40,,0.95,Y,raw,7,sr28,23093,"Beef, chuck for stew, separable lean and fat, all grades, raw",+raw +cut/part -dish/prepared,Raw beef chuck stew meat,
KEEP,DROP,Y,,0.40,,0.95,Y,raw,1,fdc_sr_legacy,170809,"Beef, chuck for stew, separable lean and fat, select, raw",+raw +cut/part -dish/prepared,Raw beef chuck stew meat,
KEEP,DROP,Y,,0.40,,0.95,Y,raw,7,sr28,23095,"Beef, chuck for stew, separable lean and fat, choice, raw",+raw +cut/part -dish/prepared,Raw stew beef cut,
KEEP,DROP,Y,,0.40,,0.96,Y,raw,14,sr28,5131,"Chicken, stewing, dark meat, meat only, raw",+raw +cut/part -dish/prepared,Raw stewing chicken dark meat,
KEEP,DROP,Y,,0.40,,0.96,Y,raw,19,sr28,17140,"Veal, cubed for stew (leg and shoulder), separable lean only, raw",+raw +cut/part -dish/prepared,Raw veal lean cubes,
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,172159,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,5,sr28,23079,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,171221,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,sr28,23167,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,4,sr28,13898,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,19,fdc_sr_legacy,172598,"Game meat, bison, chuck, shoulder clod, separable lean only, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,12,fdc_foundation,2727573,"Beef, tenderloin steak, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,25,sr28,5332,"Chicken, ground, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,170835,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,172151,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,4,fdc_sr_legacy,172653,"Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean only, trimmed to 1/8"" fat, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,13,sr28,17172,"Game meat, moose, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,171743,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,173384,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,4,sr28,17446,"Lamb, Australian, imported, fresh, leg, trotter off, bone-in, separable lean only, trimmed to 1/8"" fat, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,7,sr28,13359,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,11,sr28,13235,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,8,sr28,23263,"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,20,sr28,23041,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,171194,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,20,sr28,23063,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,170824,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,173049,"Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8"" fat, all grades, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,5,sr28,23338,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,173378,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,5,sr28,23384,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,18,fdc_sr_legacy,173357,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,12,fdc_foundation,2727574,"Beef, top sirloin steak, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,23,fdc_sr_legacy,169194,"Pork, fresh, loin, blade (chops or roasts), boneless, separable lean only, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,4,fdc_sr_legacy,173356,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,26,sr28,23572,"Beef, ground, 80% lean meat / 20% fat, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,171758,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,6,sr28,23138,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,26,sr28,23577,"Beef, ground, 75% lean meat / 25% fat, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,26,fdc_sr_legacy,171490,"Turkey, whole, light meat, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,168719,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,4,sr28,23583,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,14,sr28,17162,"Game meat, caribou, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,5,sr28,23073,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,6,sr28,23236,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,6,sr28,13972,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,171763,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,173389,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,4,sr28,23617,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,18,sr28,23045,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,24,fdc_sr_legacy,167901,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,4,sr28,13894,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,174697,"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,5,sr28,23226,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,3,sr28,5139,"Duck, domesticated, meat and skin, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,26,sr28,23472,"Beef, ground, 93% lean meat / 7% fat, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,13,fdc_foundation,2646175,"Beef, flank, steak, boneless, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,5,sr28,23265,"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,12,fdc_foundation,334898,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,5,sr28,23124,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,168742,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,sr28,23177,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,5,sr28,23335,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,1,fdc_sr_legacy,174700,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,24,sr28,17267,"Game meat, bison, top sirloin, separable lean only, trimmed to 0"" fat, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
