final,and_rule,disagree,hard_veto,kw_score,kw_keep,llm_score,llm_keep,prep,n_obs,source_dataset,source_food_id,description,kw_reasons,llm_reason,wrong_class
DROP,DROP,Y,,0.65,Y,0.14,,other,9,fdc_sr_legacy,171431,"Margarine, margarine-like vegetable oil spread, 67-70% fat, tub",,"Margarine spread, processed multi-ingredient",
DROP,DROP,Y,,0.65,Y,0.15,,other,10,sr28,4631,"Margarine-like, vegetable oil spread, fat-free, tub",,"Margarine spread, processed multi-ingredient",
DROP,DROP,Y,,0.65,Y,0.15,,other,10,fdc_sr_legacy,172353,"Margarine-like, vegetable oil spread, fat-free, tub",,"Margarine spread, processed multi-ingredient",
DROP,DROP,Y,,0.65,Y,0.15,,other,6,fdc_sr_legacy,171437,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt, with added vitamin D",,"Margarine spread, composite with additives",
DROP,DROP,Y,,0.65,Y,0.15,,other,16,sr28,4128,"Margarine-like, vegetable oil spread, unspecified oils, approximately 37% fat, with salt",,"Margarine spread, composite emulsion",
DROP,DROP,Y,,0.65,Y,0.15,,other,16,fdc_sr_legacy,171434,"Margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin D",,"Margarine spread, composite with additives",
DROP,DROP,Y,,0.65,Y,0.15,,other,1,fdc_sr_legacy,173583,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, with salt",,"Margarine spread, composite emulsion",
DROP,DROP,Y,,0.65,Y,0.15,,other,9,sr28,4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",,"Margarine spread, composite emulsion",
DROP,DROP,Y,,0.65,Y,0.15,,other,8,sr28,4683,"Margarine, margarine-like vegetable oil spread, 67-70% fat, tub",,"Margarine spread, composite emulsion",
DROP,DROP,Y,,0.65,Y,0.15,,other,9,sr28,4612,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt",,"Margarine spread, composite emulsion",
DROP,DROP,Y,,0.65,Y,0.20,,other,3,fdc_sr_legacy,171433,"Oil, cooking and salad, ENOVA, 80% diglycerides",,Branded ENOVA engineered diglyceride oil,
DROP,DROP,Y,,0.65,Y,0.20,,other,3,sr28,4685,"Oil, cooking and salad, ENOVA, 80% diglycerides",,Branded ENOVA engineered diglyceride oil,
DROP,DROP,Y,,0.65,Y,0.35,,other,2,sr28,4546,"Shortening bread, soybean (hydrogenated) and cottonseed",,"Shortening, hydrogenated multi-oil blend",
DROP,DROP,Y,,0.65,Y,0.35,,other,2,sr28,42289,"Oil, corn and canola",,"Corn/canola blend, not single oil",
DROP,DROP,Y,,0.65,Y,0.35,,other,2,fdc_sr_legacy,169867,"Oil, corn and canola",,"Corn/canola blend, not single oil",
DROP,DROP,Y,,0.65,Y,0.35,,other,2,sr28,4544,"Shortening, household, lard and vegetable oil",,"Shortening, lard/oil blend",
DROP,DROP,Y,,0.65,Y,0.35,,other,3,sr28,4031,"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",,"Shortening, hydrogenated multi-oil blend",
DROP,DROP,Y,,0.65,Y,0.40,,other,5,sr28,4615,"Shortening, vegetable, household, composite",,Composite hydrogenated vegetable shortening blend,
DROP,DROP,Y,,0.65,Y,0.40,,other,2,sr28,4554,"Shortening industrial, soybean (hydrogenated) and cottonseed",,Industrial hydrogenated soybean-cottonseed shortening blend,
DROP,DROP,Y,,0.65,Y,0.40,,other,1,fdc_sr_legacy,171011,"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",,Hydrogenated soybean-cottonseed shortening blend,
DROP,DROP,Y,,0.65,Y,0.40,,other,5,fdc_sr_legacy,173584,"Shortening, vegetable, household, composite",,Composite hydrogenated vegetable shortening blend,
DROP,DROP,Y,,0.65,Y,0.40,,other,1,sr28,4548,"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)",,Hydrogenated soybean-cottonseed cake shortening blend,
DROP,DROP,Y,,0.65,Y,0.40,,other,1,sr28,4556,"Shortening frying (heavy duty), palm (hydrogenated)",,"Hydrogenated palm frying shortening, processed",
DROP,DROP,Y,,0.65,Y,0.40,,other,1,sr28,4549,"Shortening industrial, lard and vegetable oil",,Lard-vegetable oil industrial shortening blend,
DROP,DROP,Y,,0.65,Y,0.45,,other,1,fdc_sr_legacy,173565,"Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed",,"Hydrogenated soybean-cottonseed blend, processed composite",
DROP,DROP,Y,,0.65,Y,0.45,,other,2,sr28,4543,"Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed",,"Hydrogenated soybean-cottonseed blend, processed composite",
KEEP,KEEP,,,0.65,Y,0.50,Y,other,1,fdc_sr_legacy,171012,"Oil, soybean, salad or cooking, (partially hydrogenated)",,"Partially hydrogenated soybean oil, single processed oil",
KEEP,KEEP,,,0.65,Y,0.50,Y,other,2,sr28,4034,"Oil, soybean, salad or cooking, (partially hydrogenated)",,"Partially hydrogenated soybean oil, single processed oil",
KEEP,KEEP,,,0.65,Y,0.70,Y,other,2,fdc_sr_legacy,172328,"Oil, sunflower, linoleic, (partially hydrogenated)",,"Single sunflower oil, partially hydrogenated",
KEEP,KEEP,,,0.65,Y,0.70,Y,other,4,sr28,4545,"Oil, sunflower, linoleic, (partially hydrogenated)",,"Single sunflower oil, partially hydrogenated",
KEEP,KEEP,,,0.65,Y,0.85,Y,other,12,fdc_sr_legacy,167611,"Oil, bearded seal (Oogruk) (Alaska Native)",,"Bearded seal oil, clean rendered animal fat",
KEEP,KEEP,,,0.65,Y,0.90,Y,other,12,sr28,35057,"Oil, bearded seal (Oogruk) (Alaska Native)",,Pure rendered seal oil,
KEEP,KEEP,,,0.65,Y,0.90,Y,other,2,sr28,4520,"Fat, mutton tallow",,"Mutton tallow, clean rendered animal fat",
KEEP,KEEP,,,0.65,Y,0.90,Y,other,2,sr28,4001,"Fat, beef tallow",,"Beef tallow, clean rendered animal fat",
KEEP,KEEP,,,0.65,Y,0.95,Y,other,5,fdc_foundation,1750351,"Oil, olive, extra light",,"Pure olive oil, extra light",
KEEP,KEEP,,,0.65,Y,0.95,Y,other,1,sr28,4536,"Oil, sheanut",,Pure sheanut oil,
KEEP,KEEP,,,0.65,Y,0.95,Y,other,1,sr28,4530,"Oil, apricot kernel",,Pure apricot kernel oil,
KEEP,KEEP,,,0.65,Y,0.95,Y,other,1,sr28,4516,"Oil, teaseed",,Pure teaseed oil,
KEEP,KEEP,,,0.65,Y,0.95,Y,other,2,sr28,4515,"Oil, tomatoseed",,Pure tomatoseed oil,
KEEP,KEEP,,,0.65,Y,0.95,Y,other,1,fdc_sr_legacy,171422,"Vegetable oil, palm kernel",,Pure palm kernel oil,
KEEP,KEEP,,,0.65,Y,0.95,Y,other,1,fdc_sr_legacy,173576,"Oil, oat",,Pure oat oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,2,fdc_sr_legacy,171017,"Oil, sunflower, linoleic (less than 60%)",,Pure sunflower oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,1,sr28,4534,"Oil, babassu",,Pure babassu oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,2,sr28,4002,Lard,,Pure rendered lard,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,1,sr28,4529,"Oil, almond",,Pure almond oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,2,sr28,4517,"Oil, grapeseed",,Pure grapeseed oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,1,fdc_sr_legacy,171015,"Oil, palm",,Pure palm oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,3,sr28,4037,"Oil, rice bran",,Pure rice bran oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,2,fdc_sr_legacy,172338,"Oil, sunflower, high oleic (70% and over)",,Pure high-oleic sunflower oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,2,sr28,4584,"Oil, sunflower, high oleic (70% and over)",,Pure high-oleic sunflower oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,1,sr28,4532,"Oil, hazelnut",,Pure hazelnut oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,2,sr28,4510,"Oil, safflower, salad or cooking, linoleic, (over 70%)",,Pure safflower oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,2,sr28,4528,"Oil, walnut",,Pure walnut oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,1,fdc_sr_legacy,171014,"Oil, wheat germ",,Pure wheat germ oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,5,fdc_foundation,1750350,"Oil, safflower",,Pure safflower oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,1,fdc_sr_legacy,171016,"Oil, sesame, salad or cooking",,Pure sesame oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,4,sr28,4058,"Oil, sesame, salad or cooking",,Pure sesame oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,4,fdc_sr_legacy,171411,"Oil, soybean, salad or cooking",,Pure soybean oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,3,sr28,4506,"Oil, sunflower, linoleic, (approx. 65%)",,Pure sunflower oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,4,sr28,4060,"Oil, sunflower, linoleic (less than 60%)",,Pure sunflower oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,1,fdc_sr_legacy,171026,"Oil, safflower, salad or cooking, linoleic, (over 70%)",,Pure safflower oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,2,sr28,4038,"Oil, wheat germ",,Pure wheat germ oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,2,sr28,4518,"Oil, corn, industrial and retail, all purpose salad or cooking",,Pure corn oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,2,fdc_sr_legacy,171025,"Oil, sunflower, linoleic, (approx. 65%)",,Pure sunflower oil,
KEEP,KEEP,,,0.65,Y,0.96,Y,other,1,fdc_sr_legacy,171013,"Oil, rice bran",,Pure rice bran oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,4,sr28,4044,"Oil, soybean, salad or cooking",,Pure soybean oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,1,fdc_sr_legacy,171029,"Oil, corn, industrial and retail, all purpose salad or cooking",,Pure corn oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,1,fdc_sr_legacy,171410,"Oil, peanut, salad or cooking",,Pure peanut oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,3,sr28,4501,"Oil, cocoa butter",,"Pure pressed cocoa butter, single-ingredient plant fat.",
KEEP,KEEP,,,0.65,Y,0.97,Y,other,2,fdc_foundation,748278,"Oil, canola",,Pure canola oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,7,fdc_sr_legacy,171413,"Oil, olive, salad or cooking",,Pure olive oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,1,fdc_sr_legacy,171024,"Oil, cottonseed, salad or cooking",,Pure cottonseed oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,8,fdc_sr_legacy,171412,"Oil, coconut",,Pure coconut oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,2,fdc_foundation,748323,"Oil, corn",,Pure corn oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,4,sr28,4502,"Oil, cottonseed, salad or cooking",,Pure cottonseed oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,2,fdc_foundation,748366,"Oil, soybean",,Pure soybean oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,3,sr28,4042,"Oil, peanut, salad or cooking",,Pure peanut oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,5,fdc_foundation,1750348,"Oil, peanut",,Pure peanut oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,1,fdc_sr_legacy,171421,"Oil, cocoa butter",,"Pure pressed cocoa butter, single-ingredient plant fat.",
KEEP,KEEP,,,0.65,Y,0.97,Y,other,9,sr28,4047,"Oil, coconut",,Pure coconut oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,3,sr28,4055,"Oil, palm",,Pure palm oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,5,fdc_foundation,1750349,"Oil, sunflower",,Pure sunflower oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,4,fdc_sr_legacy,172336,"Oil, canola",,Pure canola oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,4,sr28,4582,"Oil, canola",,Pure canola oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,1,fdc_foundation,748608,"Oil, olive, extra virgin",,Extra virgin olive oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,6,fdc_foundation,330458,"Oil, coconut",,Pure coconut oil,
KEEP,KEEP,,,0.65,Y,0.97,Y,other,8,sr28,4053,"Oil, olive, salad or cooking",,Pure olive oil,
KEEP,KEEP,,,0.65,Y,0.98,Y,other,5,sr28,4575,"Fat, turkey",,"Pure rendered turkey fat, clean animal fat.",
KEEP,KEEP,,,0.65,Y,0.98,Y,other,4,sr28,4576,"Fat, goose",,"Pure rendered goose fat, clean animal fat.",
KEEP,KEEP,,,0.65,Y,0.98,Y,other,4,sr28,4574,"Fat, duck",,"Pure rendered duck fat, clean single-ingredient animal fat.",
KEEP,KEEP,,,0.65,Y,0.98,Y,other,5,sr28,4542,"Fat, chicken",,"Pure rendered chicken fat, clean animal fat.",
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,11,fdc_sr_legacy,174882,"Veal, external fat only, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,20,sr28,17005,"Lamb, domestic, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,11,sr28,17431,"Veal, external fat only, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,12,sr28,17066,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable fat, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,9,fdc_sr_legacy,174884,"Veal, seam fat only, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,21,sr28,17284,"Lamb, Australian, imported, fresh, separable fat, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,18,sr28,13019,"Beef, retail cuts, separable fat, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,19,sr28,5047,"Chicken, broilers or fryers, separable fat, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,3,sr28,13335,"Beef, variety meats and by-products, suet, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,fdc_sr_legacy,168381,"Pork, fresh, loin, blade (chops or roasts), boneless, separable lean and fat only, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,9,sr28,17433,"Veal, seam fat only, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,0.90,Y,1.00,Y,raw,4,sr28,17092,"Veal, composite of trimmed retail cuts, separable fat, raw",+raw,slam-dunk keep (not sent to LLM),
KEEP,KEEP,,,1.00,Y,1.00,Y,raw,1,sr28,10989,"Pork, fresh, loin, blade (chops or roasts), boneless, separable lean and fat only, raw",+raw +cut/part,slam-dunk keep (not sent to LLM),
